episode,reward_rm,steps_rm,penalties_rm,success_rm
5.000000000000000000e+01,-7.033999999999999773e+02,1.908199999999999932e+02,5.714000000000000057e+01,8.000000000000000167e-02
5.100000000000000000e+01,-7.023200000000000500e+02,1.908199999999999932e+02,5.702000000000000313e+01,8.000000000000000167e-02
5.200000000000000000e+01,-7.014199999999999591e+02,1.908199999999999932e+02,5.692000000000000171e+01,8.000000000000000167e-02
5.300000000000000000e+01,-6.969199999999999591e+02,1.908199999999999932e+02,5.642000000000000171e+01,8.000000000000000167e-02
5.400000000000000000e+01,-6.965599999999999454e+02,1.908199999999999932e+02,5.638000000000000256e+01,8.000000000000000167e-02
5.500000000000000000e+01,-6.967400000000000091e+02,1.908199999999999932e+02,5.639999999999999858e+01,8.000000000000000167e-02
5.600000000000000000e+01,-6.924199999999999591e+02,1.908199999999999932e+02,5.592000000000000171e+01,8.000000000000000167e-02
5.700000000000000000e+01,-6.890000000000000000e+02,1.908199999999999932e+02,5.553999999999999915e+01,8.000000000000000167e-02
5.800000000000000000e+01,-6.881000000000000227e+02,1.908199999999999932e+02,5.543999999999999773e+01,8.000000000000000167e-02
5.900000000000000000e+01,-6.937999999999999545e+02,1.923199999999999932e+02,5.585999999999999943e+01,5.999999999999999778e-02
6.000000000000000000e+01,-6.927200000000000273e+02,1.923199999999999932e+02,5.574000000000000199e+01,5.999999999999999778e-02
6.100000000000000000e+01,-6.905599999999999454e+02,1.923199999999999932e+02,5.550000000000000000e+01,5.999999999999999778e-02
6.200000000000000000e+01,-6.858799999999999955e+02,1.923199999999999932e+02,5.497999999999999687e+01,5.999999999999999778e-02
6.300000000000000000e+01,-6.851599999999999682e+02,1.923199999999999932e+02,5.489999999999999858e+01,5.999999999999999778e-02
6.400000000000000000e+01,-6.754400000000000546e+02,1.904000000000000057e+02,5.407999999999999829e+01,8.000000000000000167e-02
6.500000000000000000e+01,-6.761599999999999682e+02,1.904000000000000057e+02,5.415999999999999659e+01,8.000000000000000167e-02
6.600000000000000000e+01,-6.785000000000000000e+02,1.904000000000000057e+02,5.442000000000000171e+01,8.000000000000000167e-02
6.700000000000000000e+01,-6.738200000000000500e+02,1.904000000000000057e+02,5.389999999999999858e+01,8.000000000000000167e-02
6.800000000000000000e+01,-6.725599999999999454e+02,1.904000000000000057e+02,5.375999999999999801e+01,8.000000000000000167e-02
6.900000000000000000e+01,-6.696799999999999500e+02,1.904000000000000057e+02,5.343999999999999773e+01,8.000000000000000167e-02
7.000000000000000000e+01,-6.711200000000000045e+02,1.904000000000000057e+02,5.360000000000000142e+01,8.000000000000000167e-02
7.100000000000000000e+01,-6.727999999999999545e+02,1.916599999999999966e+02,5.360000000000000142e+01,5.999999999999999778e-02
7.200000000000000000e+01,-6.735199999999999818e+02,1.916599999999999966e+02,5.367999999999999972e+01,5.999999999999999778e-02
7.300000000000000000e+01,-6.670399999999999636e+02,1.904600000000000080e+02,5.314000000000000057e+01,8.000000000000000167e-02
7.400000000000000000e+01,-6.682999999999999545e+02,1.904600000000000080e+02,5.328000000000000114e+01,8.000000000000000167e-02
7.500000000000000000e+01,-6.657799999999999727e+02,1.904600000000000080e+02,5.300000000000000000e+01,8.000000000000000167e-02
7.600000000000000000e+01,-6.623600000000000136e+02,1.904600000000000080e+02,5.261999999999999744e+01,8.000000000000000167e-02
7.700000000000000000e+01,-6.576799999999999500e+02,1.904600000000000080e+02,5.210000000000000142e+01,8.000000000000000167e-02
7.800000000000000000e+01,-6.555199999999999818e+02,1.904600000000000080e+02,5.185999999999999943e+01,8.000000000000000167e-02
7.900000000000000000e+01,-6.535399999999999636e+02,1.904600000000000080e+02,5.164000000000000057e+01,8.000000000000000167e-02
8.000000000000000000e+01,-6.421399999999999864e+02,1.877599999999999909e+02,5.071999999999999886e+01,1.000000000000000056e-01
8.100000000000000000e+01,-6.439400000000000546e+02,1.877599999999999909e+02,5.092000000000000171e+01,1.000000000000000056e-01
8.200000000000000000e+01,-6.408799999999999955e+02,1.877599999999999909e+02,5.057999999999999829e+01,1.000000000000000056e-01
8.300000000000000000e+01,-6.402799999999999727e+02,1.875800000000000125e+02,5.057999999999999829e+01,1.199999999999999956e-01
8.400000000000000000e+01,-6.395599999999999454e+02,1.875800000000000125e+02,5.050000000000000000e+01,1.199999999999999956e-01
8.500000000000000000e+01,-6.381200000000000045e+02,1.875800000000000125e+02,5.034000000000000341e+01,1.199999999999999956e-01
8.600000000000000000e+01,-6.375800000000000409e+02,1.875800000000000125e+02,5.028000000000000114e+01,1.199999999999999956e-01
8.700000000000000000e+01,-6.305399999999999636e+02,1.861800000000000068e+02,4.970000000000000284e+01,1.400000000000000133e-01
8.800000000000000000e+01,-6.283799999999999955e+02,1.861800000000000068e+02,4.946000000000000085e+01,1.400000000000000133e-01
8.900000000000000000e+01,-6.158799999999999955e+02,1.829199999999999875e+02,4.847999999999999687e+01,1.600000000000000033e-01
9.000000000000000000e+01,-6.045199999999999818e+02,1.806200000000000045e+02,4.752000000000000313e+01,1.799999999999999933e-01
9.100000000000000000e+01,-6.045199999999999818e+02,1.806200000000000045e+02,4.752000000000000313e+01,1.799999999999999933e-01
9.200000000000000000e+01,-6.028999999999999773e+02,1.806200000000000045e+02,4.734000000000000341e+01,1.799999999999999933e-01
9.300000000000000000e+01,-6.152200000000000273e+02,1.835200000000000102e+02,4.834000000000000341e+01,1.600000000000000033e-01
9.400000000000000000e+01,-6.175599999999999454e+02,1.835200000000000102e+02,4.860000000000000142e+01,1.600000000000000033e-01
9.500000000000000000e+01,-6.191799999999999500e+02,1.835200000000000102e+02,4.878000000000000114e+01,1.600000000000000033e-01
9.600000000000000000e+01,-6.256200000000000045e+02,1.854600000000000080e+02,4.928000000000000114e+01,1.600000000000000033e-01
9.700000000000000000e+01,-6.257999999999999545e+02,1.854600000000000080e+02,4.929999999999999716e+01,1.600000000000000033e-01
9.800000000000000000e+01,-6.245399999999999636e+02,1.854600000000000080e+02,4.915999999999999659e+01,1.600000000000000033e-01
9.900000000000000000e+01,-6.187400000000000091e+02,1.842199999999999989e+02,4.870000000000000284e+01,1.799999999999999933e-01
1.000000000000000000e+02,-6.194600000000000364e+02,1.842199999999999989e+02,4.878000000000000114e+01,1.799999999999999933e-01
1.010000000000000000e+02,-6.151399999999999864e+02,1.842199999999999989e+02,4.829999999999999716e+01,1.799999999999999933e-01
1.020000000000000000e+02,-6.140599999999999454e+02,1.842199999999999989e+02,4.817999999999999972e+01,1.799999999999999933e-01
1.030000000000000000e+02,-6.142400000000000091e+02,1.842199999999999989e+02,4.820000000000000284e+01,1.799999999999999933e-01
1.040000000000000000e+02,-6.103799999999999955e+02,1.840200000000000102e+02,4.784000000000000341e+01,2.000000000000000111e-01
1.050000000000000000e+02,-6.057000000000000455e+02,1.840200000000000102e+02,4.732000000000000028e+01,2.000000000000000111e-01
1.060000000000000000e+02,-6.002400000000000091e+02,1.818600000000000136e+02,4.700000000000000000e+01,2.200000000000000011e-01
1.070000000000000000e+02,-5.922999999999999545e+02,1.800999999999999943e+02,4.635999999999999943e+01,2.399999999999999911e-01
1.080000000000000000e+02,-5.800199999999999818e+02,1.768799999999999955e+02,4.539999999999999858e+01,2.600000000000000089e-01
1.090000000000000000e+02,-5.736000000000000227e+02,1.755600000000000023e+02,4.488000000000000256e+01,2.800000000000000266e-01
1.100000000000000000e+02,-5.727000000000000455e+02,1.755600000000000023e+02,4.478000000000000114e+01,2.800000000000000266e-01
1.110000000000000000e+02,-5.658400000000000318e+02,1.736200000000000045e+02,4.428000000000000114e+01,2.999999999999999889e-01
1.120000000000000000e+02,-5.676399999999999864e+02,1.736200000000000045e+02,4.447999999999999687e+01,2.999999999999999889e-01
1.130000000000000000e+02,-5.585599999999999454e+02,1.712599999999999909e+02,4.378000000000000114e+01,3.200000000000000067e-01
1.140000000000000000e+02,-5.637799999999999727e+02,1.731800000000000068e+02,4.410000000000000142e+01,2.999999999999999889e-01
1.150000000000000000e+02,-5.546000000000000227e+02,1.719799999999999898e+02,4.325999999999999801e+01,3.200000000000000067e-01
1.160000000000000000e+02,-5.518999999999999773e+02,1.719799999999999898e+02,4.296000000000000085e+01,3.200000000000000067e-01
1.170000000000000000e+02,-5.524400000000000546e+02,1.719799999999999898e+02,4.302000000000000313e+01,3.200000000000000067e-01
1.180000000000000000e+02,-5.408600000000000136e+02,1.685600000000000023e+02,4.215999999999999659e+01,3.400000000000000244e-01
1.190000000000000000e+02,-5.401399999999999864e+02,1.685600000000000023e+02,4.207999999999999829e+01,3.400000000000000244e-01
1.200000000000000000e+02,-5.394199999999999591e+02,1.685600000000000023e+02,4.200000000000000000e+01,3.400000000000000244e-01
1.210000000000000000e+02,-5.309199999999999591e+02,1.656999999999999886e+02,4.142000000000000171e+01,3.599999999999999867e-01
1.220000000000000000e+02,-5.260599999999999454e+02,1.656999999999999886e+02,4.088000000000000256e+01,3.599999999999999867e-01
1.230000000000000000e+02,-5.240800000000000409e+02,1.646200000000000045e+02,4.078000000000000114e+01,3.599999999999999867e-01
1.240000000000000000e+02,-5.217400000000000091e+02,1.646200000000000045e+02,4.052000000000000313e+01,3.599999999999999867e-01
1.250000000000000000e+02,-5.137799999999999727e+02,1.628400000000000034e+02,3.988000000000000256e+01,3.800000000000000044e-01
1.260000000000000000e+02,-5.128799999999999955e+02,1.628400000000000034e+02,3.978000000000000114e+01,3.800000000000000044e-01
1.270000000000000000e+02,-5.096800000000000068e+02,1.616800000000000068e+02,3.960000000000000142e+01,4.000000000000000222e-01
1.280000000000000000e+02,-5.086000000000000227e+02,1.616800000000000068e+02,3.947999999999999687e+01,4.000000000000000222e-01
1.290000000000000000e+02,-5.005199999999999818e+02,1.597800000000000011e+02,3.884000000000000341e+01,4.199999999999999845e-01
1.300000000000000000e+02,-4.977799999999999727e+02,1.591999999999999886e+02,3.860000000000000142e+01,4.199999999999999845e-01
1.310000000000000000e+02,-4.948999999999999773e+02,1.591999999999999886e+02,3.828000000000000114e+01,4.199999999999999845e-01
1.320000000000000000e+02,-4.850199999999999818e+02,1.562199999999999989e+02,3.756000000000000227e+01,4.400000000000000022e-01
1.330000000000000000e+02,-4.741000000000000227e+02,1.532199999999999989e+02,3.667999999999999972e+01,4.400000000000000022e-01
1.340000000000000000e+02,-4.739200000000000159e+02,1.532199999999999989e+02,3.665999999999999659e+01,4.400000000000000022e-01
1.350000000000000000e+02,-4.636000000000000227e+02,1.501599999999999966e+02,3.589999999999999858e+01,4.600000000000000200e-01
1.360000000000000000e+02,-4.551000000000000227e+02,1.476599999999999966e+02,3.528000000000000114e+01,4.799999999999999822e-01
1.370000000000000000e+02,-4.498600000000000136e+02,1.460200000000000102e+02,3.488000000000000256e+01,4.799999999999999822e-01
1.380000000000000000e+02,-4.463600000000000136e+02,1.449199999999999875e+02,3.465999999999999659e+01,5.000000000000000000e-01
1.390000000000000000e+02,-4.507799999999999727e+02,1.464600000000000080e+02,3.497999999999999687e+01,5.000000000000000000e-01
1.400000000000000000e+02,-4.517200000000000273e+02,1.470399999999999920e+02,3.502000000000000313e+01,5.000000000000000000e-01
1.410000000000000000e+02,-4.419800000000000182e+02,1.441999999999999886e+02,3.429999999999999716e+01,5.200000000000000178e-01
1.420000000000000000e+02,-4.419800000000000182e+02,1.441999999999999886e+02,3.429999999999999716e+01,5.200000000000000178e-01
1.430000000000000000e+02,-4.403600000000000136e+02,1.441999999999999886e+02,3.411999999999999744e+01,5.200000000000000178e-01
1.440000000000000000e+02,-4.391000000000000227e+02,1.441999999999999886e+02,3.397999999999999687e+01,5.200000000000000178e-01
1.450000000000000000e+02,-4.294599999999999795e+02,1.420000000000000000e+02,3.320000000000000284e+01,5.400000000000000355e-01
1.460000000000000000e+02,-4.247599999999999909e+02,1.405399999999999920e+02,3.284000000000000341e+01,5.400000000000000355e-01
1.470000000000000000e+02,-4.242200000000000273e+02,1.405399999999999920e+02,3.278000000000000114e+01,5.400000000000000355e-01
1.480000000000000000e+02,-4.115000000000000000e+02,1.372400000000000091e+02,3.178000000000000114e+01,5.600000000000000533e-01
1.490000000000000000e+02,-4.041800000000000068e+02,1.355000000000000000e+02,3.116000000000000014e+01,5.600000000000000533e-01
1.500000000000000000e+02,-4.023799999999999955e+02,1.355000000000000000e+02,3.096000000000000085e+01,5.600000000000000533e-01
1.510000000000000000e+02,-3.943999999999999773e+02,1.328000000000000114e+02,3.042000000000000171e+01,5.799999999999999600e-01
1.520000000000000000e+02,-3.867400000000000091e+02,1.307800000000000011e+02,2.983999999999999986e+01,5.999999999999999778e-01
1.530000000000000000e+02,-3.806399999999999864e+02,1.286999999999999886e+02,2.944000000000000128e+01,6.199999999999999956e-01
1.540000000000000000e+02,-3.733399999999999750e+02,1.260799999999999983e+02,2.892000000000000171e+01,6.199999999999999956e-01
1.550000000000000000e+02,-3.663199999999999932e+02,1.232600000000000051e+02,2.850000000000000000e+01,6.400000000000000133e-01
1.560000000000000000e+02,-3.621000000000000227e+02,1.222800000000000011e+02,2.814000000000000057e+01,6.400000000000000133e-01
1.570000000000000000e+02,-3.569200000000000159e+02,1.205199999999999960e+02,2.776000000000000156e+01,6.400000000000000133e-01
1.580000000000000000e+02,-3.685799999999999841e+02,1.237199999999999989e+02,2.869999999999999929e+01,6.400000000000000133e-01
1.590000000000000000e+02,-3.621999999999999886e+02,1.218400000000000034e+02,2.819999999999999929e+01,6.400000000000000133e-01
1.600000000000000000e+02,-3.513799999999999955e+02,1.191800000000000068e+02,2.733999999999999986e+01,6.600000000000000311e-01
1.610000000000000000e+02,-3.524399999999999977e+02,1.189800000000000040e+02,2.748000000000000043e+01,6.600000000000000311e-01
1.620000000000000000e+02,-3.397599999999999909e+02,1.157199999999999989e+02,2.648000000000000043e+01,6.800000000000000488e-01
1.630000000000000000e+02,-3.484800000000000182e+02,1.180799999999999983e+02,2.714000000000000057e+01,6.600000000000000311e-01
1.640000000000000000e+02,-3.375600000000000023e+02,1.151400000000000006e+02,2.630000000000000071e+01,6.800000000000000488e-01
1.650000000000000000e+02,-3.348399999999999750e+02,1.138599999999999994e+02,2.614000000000000057e+01,6.800000000000000488e-01
1.660000000000000000e+02,-3.207400000000000091e+02,1.100799999999999983e+02,2.503999999999999915e+01,6.999999999999999556e-01
1.670000000000000000e+02,-3.096200000000000045e+02,1.065799999999999983e+02,2.423999999999999844e+01,7.199999999999999734e-01
1.680000000000000000e+02,-3.130799999999999841e+02,1.078799999999999955e+02,2.448000000000000043e+01,7.199999999999999734e-01
1.690000000000000000e+02,-3.132599999999999909e+02,1.078799999999999955e+02,2.450000000000000000e+01,7.199999999999999734e-01
1.700000000000000000e+02,-3.011000000000000227e+02,1.044200000000000017e+02,2.357999999999999829e+01,7.399999999999999911e-01
1.710000000000000000e+02,-2.999200000000000159e+02,1.041400000000000006e+02,2.348000000000000043e+01,7.399999999999999911e-01
1.720000000000000000e+02,-2.909399999999999977e+02,1.007999999999999972e+02,2.289999999999999858e+01,7.600000000000000089e-01
1.730000000000000000e+02,-2.883799999999999955e+02,1.002199999999999989e+02,2.267999999999999972e+01,7.600000000000000089e-01
1.740000000000000000e+02,-2.788999999999999773e+02,9.745999999999999375e+01,2.198000000000000043e+01,7.800000000000000266e-01
1.750000000000000000e+02,-2.800799999999999841e+02,9.773999999999999488e+01,2.207999999999999829e+01,7.800000000000000266e-01
1.760000000000000000e+02,-2.743199999999999932e+02,9.545999999999999375e+01,2.173999999999999844e+01,8.000000000000000444e-01
1.770000000000000000e+02,-2.787799999999999727e+02,9.662000000000000455e+01,2.205999999999999872e+01,7.800000000000000266e-01
1.780000000000000000e+02,-2.717200000000000273e+02,9.393999999999999773e+01,2.162000000000000099e+01,8.000000000000000444e-01
1.790000000000000000e+02,-2.697799999999999727e+02,9.290000000000000568e+01,2.151999999999999957e+01,8.000000000000000444e-01
1.800000000000000000e+02,-2.790600000000000023e+02,9.618000000000000682e+01,2.214000000000000057e+01,7.800000000000000266e-01
1.810000000000000000e+02,-2.806800000000000068e+02,9.618000000000000682e+01,2.232000000000000028e+01,7.800000000000000266e-01
1.820000000000000000e+02,-2.837799999999999727e+02,9.712000000000000455e+01,2.255999999999999872e+01,7.800000000000000266e-01
1.830000000000000000e+02,-2.880600000000000023e+02,9.815999999999999659e+01,2.292000000000000171e+01,7.800000000000000266e-01
1.840000000000000000e+02,-2.775199999999999818e+02,9.487999999999999545e+01,2.216000000000000014e+01,8.000000000000000444e-01
1.850000000000000000e+02,-2.880199999999999818e+02,9.793999999999999773e+01,2.294000000000000128e+01,7.800000000000000266e-01
1.860000000000000000e+02,-2.837400000000000091e+02,9.690000000000000568e+01,2.257999999999999829e+01,7.800000000000000266e-01
1.870000000000000000e+02,-2.837599999999999909e+02,9.692000000000000171e+01,2.257999999999999829e+01,7.800000000000000266e-01
1.880000000000000000e+02,-2.796399999999999864e+02,9.531999999999999318e+01,2.230000000000000071e+01,7.800000000000000266e-01
1.890000000000000000e+02,-2.761000000000000227e+02,9.429999999999999716e+01,2.201999999999999957e+01,7.800000000000000266e-01
1.900000000000000000e+02,-2.768199999999999932e+02,9.448000000000000398e+01,2.207999999999999829e+01,7.800000000000000266e-01
1.910000000000000000e+02,-2.756800000000000068e+02,9.442000000000000171e+01,2.196000000000000085e+01,7.800000000000000266e-01
1.920000000000000000e+02,-2.656999999999999886e+02,9.134000000000000341e+01,2.123999999999999844e+01,8.000000000000000444e-01
1.930000000000000000e+02,-2.633600000000000136e+02,9.134000000000000341e+01,2.098000000000000043e+01,8.000000000000000444e-01
1.940000000000000000e+02,-2.569599999999999795e+02,8.968000000000000682e+01,2.050000000000000000e+01,8.199999999999999512e-01
1.950000000000000000e+02,-2.537199999999999989e+02,8.878000000000000114e+01,2.023999999999999844e+01,8.199999999999999512e-01
1.960000000000000000e+02,-2.547199999999999989e+02,8.923999999999999488e+01,2.030000000000000071e+01,8.199999999999999512e-01
1.970000000000000000e+02,-2.418400000000000034e+02,8.595999999999999375e+01,1.928000000000000114e+01,8.399999999999999689e-01
1.980000000000000000e+02,-2.518600000000000136e+02,8.926000000000000512e+01,1.998000000000000043e+01,8.199999999999999512e-01
1.990000000000000000e+02,-2.502400000000000091e+02,8.871999999999999886e+01,1.985999999999999943e+01,8.199999999999999512e-01
2.000000000000000000e+02,-2.386999999999999886e+02,8.515999999999999659e+01,1.901999999999999957e+01,8.399999999999999689e-01
2.010000000000000000e+02,-2.368799999999999955e+02,8.459999999999999432e+01,1.887999999999999901e+01,8.399999999999999689e-01
2.020000000000000000e+02,-2.360399999999999920e+02,8.429999999999999716e+01,1.882000000000000028e+01,8.399999999999999689e-01
2.030000000000000000e+02,-2.311999999999999886e+02,8.323999999999999488e+01,1.839999999999999858e+01,8.399999999999999689e-01
2.040000000000000000e+02,-2.306800000000000068e+02,8.326000000000000512e+01,1.833999999999999986e+01,8.399999999999999689e-01
2.050000000000000000e+02,-2.299199999999999875e+02,8.304000000000000625e+01,1.828000000000000114e+01,8.399999999999999689e-01
2.060000000000000000e+02,-2.291200000000000045e+02,8.295999999999999375e+01,1.819999999999999929e+01,8.399999999999999689e-01
2.070000000000000000e+02,-2.303199999999999932e+02,8.362000000000000455e+01,1.826000000000000156e+01,8.399999999999999689e-01
2.080000000000000000e+02,-2.173600000000000136e+02,8.001999999999999602e+01,1.721999999999999886e+01,8.399999999999999689e-01
2.090000000000000000e+02,-2.170000000000000000e+02,7.984000000000000341e+01,1.719999999999999929e+01,8.399999999999999689e-01
2.100000000000000000e+02,-2.175800000000000125e+02,7.934000000000000341e+01,1.732000000000000028e+01,8.399999999999999689e-01
2.110000000000000000e+02,-2.140399999999999920e+02,7.868000000000000682e+01,1.700000000000000000e+01,8.399999999999999689e-01
2.120000000000000000e+02,-2.135800000000000125e+02,7.840000000000000568e+01,1.698000000000000043e+01,8.399999999999999689e-01
2.130000000000000000e+02,-2.034000000000000057e+02,7.529999999999999716e+01,1.623999999999999844e+01,8.599999999999999867e-01
2.140000000000000000e+02,-2.031200000000000045e+02,7.465999999999999659e+01,1.628000000000000114e+01,8.599999999999999867e-01
2.150000000000000000e+02,-2.011200000000000045e+02,7.428000000000000114e+01,1.610000000000000142e+01,8.599999999999999867e-01
2.160000000000000000e+02,-2.023799999999999955e+02,7.464000000000000057e+01,1.619999999999999929e+01,8.599999999999999867e-01
2.170000000000000000e+02,-2.044000000000000057e+02,7.557999999999999829e+01,1.632000000000000028e+01,8.599999999999999867e-01
2.180000000000000000e+02,-2.002800000000000011e+02,7.434000000000000341e+01,1.600000000000000000e+01,8.599999999999999867e-01
2.190000000000000000e+02,-1.887599999999999909e+02,7.098000000000000398e+01,1.514000000000000057e+01,8.800000000000000044e-01
2.200000000000000000e+02,-1.894799999999999898e+02,7.134000000000000341e+01,1.517999999999999972e+01,8.800000000000000044e-01
2.210000000000000000e+02,-1.995200000000000102e+02,7.448000000000000398e+01,1.590000000000000036e+01,8.599999999999999867e-01
2.220000000000000000e+02,-2.086800000000000068e+02,7.781999999999999318e+01,1.650000000000000000e+01,8.399999999999999689e-01
2.230000000000000000e+02,-2.070999999999999943e+02,7.731999999999999318e+01,1.637999999999999901e+01,8.399999999999999689e-01
2.240000000000000000e+02,-2.050800000000000125e+02,7.692000000000000171e+01,1.619999999999999929e+01,8.399999999999999689e-01
2.250000000000000000e+02,-2.011200000000000045e+02,7.565999999999999659e+01,1.590000000000000036e+01,8.399999999999999689e-01
2.260000000000000000e+02,-1.982599999999999909e+02,7.514000000000000057e+01,1.564000000000000057e+01,8.399999999999999689e-01
2.270000000000000000e+02,-1.875200000000000102e+02,7.184000000000000341e+01,1.485999999999999943e+01,8.599999999999999867e-01
2.280000000000000000e+02,-1.865000000000000000e+02,7.171999999999999886e+01,1.475999999999999979e+01,8.599999999999999867e-01
