episode,reward_rm,steps_rm,penalties_rm,success_rm
4.700000000000000000e+01,-7.680000000000000000e+02,1.968510638297872219e+02,6.351063829787234027e+01,2.127659574468085055e-02
4.800000000000000000e+01,-7.681666666666666288e+02,1.967916666666666572e+02,6.358333333333333570e+01,4.166666666666666435e-02
4.900000000000000000e+01,-7.681428571428571104e+02,1.968571428571428612e+02,6.357142857142856940e+01,4.081632653061224164e-02
5.000000000000000000e+01,-7.666799999999999500e+02,1.969199999999999875e+02,6.339999999999999858e+01,4.000000000000000083e-02
5.100000000000000000e+01,-7.657799999999999727e+02,1.969199999999999875e+02,6.329999999999999716e+01,4.000000000000000083e-02
5.200000000000000000e+01,-7.652400000000000091e+02,1.969199999999999875e+02,6.324000000000000199e+01,4.000000000000000083e-02
5.300000000000000000e+01,-7.650599999999999454e+02,1.969199999999999875e+02,6.321999999999999886e+01,4.000000000000000083e-02
5.400000000000000000e+01,-7.659600000000000364e+02,1.969199999999999875e+02,6.332000000000000028e+01,4.000000000000000083e-02
5.500000000000000000e+01,-7.675800000000000409e+02,1.969199999999999875e+02,6.350000000000000000e+01,4.000000000000000083e-02
5.600000000000000000e+01,-7.693799999999999955e+02,1.969199999999999875e+02,6.370000000000000284e+01,4.000000000000000083e-02
5.700000000000000000e+01,-7.697400000000000091e+02,1.969199999999999875e+02,6.374000000000000199e+01,4.000000000000000083e-02
5.800000000000000000e+01,-7.710000000000000000e+02,1.969199999999999875e+02,6.388000000000000256e+01,4.000000000000000083e-02
5.900000000000000000e+01,-7.710000000000000000e+02,1.969199999999999875e+02,6.388000000000000256e+01,4.000000000000000083e-02
6.000000000000000000e+01,-7.738799999999999955e+02,1.969199999999999875e+02,6.420000000000000284e+01,4.000000000000000083e-02
6.100000000000000000e+01,-7.729800000000000182e+02,1.969199999999999875e+02,6.409999999999999432e+01,4.000000000000000083e-02
6.200000000000000000e+01,-7.718999999999999773e+02,1.969199999999999875e+02,6.397999999999999687e+01,4.000000000000000083e-02
6.300000000000000000e+01,-7.727999999999999545e+02,1.969199999999999875e+02,6.407999999999999829e+01,4.000000000000000083e-02
6.400000000000000000e+01,-7.738799999999999955e+02,1.969199999999999875e+02,6.420000000000000284e+01,4.000000000000000083e-02
6.500000000000000000e+01,-7.744199999999999591e+02,1.969199999999999875e+02,6.426000000000000512e+01,4.000000000000000083e-02
6.600000000000000000e+01,-7.749600000000000364e+02,1.969199999999999875e+02,6.431999999999999318e+01,4.000000000000000083e-02
6.700000000000000000e+01,-7.740599999999999454e+02,1.969199999999999875e+02,6.421999999999999886e+01,4.000000000000000083e-02
6.800000000000000000e+01,-7.727999999999999545e+02,1.969199999999999875e+02,6.407999999999999829e+01,4.000000000000000083e-02
6.900000000000000000e+01,-7.642200000000000273e+02,1.948799999999999955e+02,6.339999999999999858e+01,5.999999999999999778e-02
7.000000000000000000e+01,-7.753400000000000318e+02,1.978400000000000034e+02,6.426000000000000512e+01,4.000000000000000083e-02
7.100000000000000000e+01,-7.742599999999999909e+02,1.978400000000000034e+02,6.414000000000000057e+01,4.000000000000000083e-02
7.200000000000000000e+01,-7.747999999999999545e+02,1.978400000000000034e+02,6.420000000000000284e+01,4.000000000000000083e-02
7.300000000000000000e+01,-7.753400000000000318e+02,1.978400000000000034e+02,6.426000000000000512e+01,4.000000000000000083e-02
7.400000000000000000e+01,-7.634199999999999591e+02,1.948000000000000114e+02,6.332000000000000028e+01,5.999999999999999778e-02
7.500000000000000000e+01,-7.628799999999999955e+02,1.948000000000000114e+02,6.325999999999999801e+01,5.999999999999999778e-02
7.600000000000000000e+01,-7.617999999999999545e+02,1.948000000000000114e+02,6.314000000000000057e+01,5.999999999999999778e-02
7.700000000000000000e+01,-7.601799999999999500e+02,1.948000000000000114e+02,6.296000000000000085e+01,5.999999999999999778e-02
7.800000000000000000e+01,-7.592799999999999727e+02,1.948000000000000114e+02,6.285999999999999943e+01,5.999999999999999778e-02
7.900000000000000000e+01,-7.576599999999999682e+02,1.948000000000000114e+02,6.267999999999999972e+01,5.999999999999999778e-02
8.000000000000000000e+01,-7.585599999999999454e+02,1.948000000000000114e+02,6.278000000000000114e+01,5.999999999999999778e-02
8.100000000000000000e+01,-7.576599999999999682e+02,1.948000000000000114e+02,6.267999999999999972e+01,5.999999999999999778e-02
8.200000000000000000e+01,-7.553200000000000500e+02,1.948000000000000114e+02,6.242000000000000171e+01,5.999999999999999778e-02
8.300000000000000000e+01,-7.565800000000000409e+02,1.948000000000000114e+02,6.256000000000000227e+01,5.999999999999999778e-02
8.400000000000000000e+01,-7.480599999999999454e+02,1.926399999999999864e+02,6.189999999999999858e+01,8.000000000000000167e-02
8.500000000000000000e+01,-7.473400000000000318e+02,1.926399999999999864e+02,6.182000000000000028e+01,8.000000000000000167e-02
8.600000000000000000e+01,-7.466200000000000045e+02,1.926399999999999864e+02,6.174000000000000199e+01,8.000000000000000167e-02
8.700000000000000000e+01,-7.453600000000000136e+02,1.926399999999999864e+02,6.160000000000000142e+01,8.000000000000000167e-02
8.800000000000000000e+01,-7.430199999999999818e+02,1.926399999999999864e+02,6.134000000000000341e+01,8.000000000000000167e-02
8.900000000000000000e+01,-7.413999999999999773e+02,1.926399999999999864e+02,6.115999999999999659e+01,8.000000000000000167e-02
9.000000000000000000e+01,-7.422999999999999545e+02,1.926399999999999864e+02,6.125999999999999801e+01,8.000000000000000167e-02
9.100000000000000000e+01,-7.453600000000000136e+02,1.926399999999999864e+02,6.160000000000000142e+01,8.000000000000000167e-02
9.200000000000000000e+01,-7.433799999999999955e+02,1.926399999999999864e+02,6.138000000000000256e+01,8.000000000000000167e-02
9.300000000000000000e+01,-7.424800000000000182e+02,1.926399999999999864e+02,6.128000000000000114e+01,8.000000000000000167e-02
9.400000000000000000e+01,-7.419400000000000546e+02,1.926399999999999864e+02,6.121999999999999886e+01,8.000000000000000167e-02
9.500000000000000000e+01,-7.417599999999999909e+02,1.926399999999999864e+02,6.120000000000000284e+01,8.000000000000000167e-02
9.600000000000000000e+01,-7.410399999999999636e+02,1.926399999999999864e+02,6.111999999999999744e+01,8.000000000000000167e-02
9.700000000000000000e+01,-7.392400000000000091e+02,1.926399999999999864e+02,6.092000000000000171e+01,8.000000000000000167e-02
9.800000000000000000e+01,-7.390599999999999454e+02,1.927599999999999909e+02,6.084000000000000341e+01,5.999999999999999778e-02
9.900000000000000000e+01,-7.405000000000000000e+02,1.927599999999999909e+02,6.100000000000000000e+01,5.999999999999999778e-02
1.000000000000000000e+02,-7.394800000000000182e+02,1.925200000000000102e+02,6.096000000000000085e+01,8.000000000000000167e-02
1.010000000000000000e+02,-7.412799999999999727e+02,1.925200000000000102e+02,6.115999999999999659e+01,8.000000000000000167e-02
1.020000000000000000e+02,-7.403799999999999955e+02,1.925200000000000102e+02,6.106000000000000227e+01,8.000000000000000167e-02
1.030000000000000000e+02,-7.398400000000000318e+02,1.925200000000000102e+02,6.100000000000000000e+01,8.000000000000000167e-02
1.040000000000000000e+02,-7.382200000000000273e+02,1.925200000000000102e+02,6.082000000000000028e+01,8.000000000000000167e-02
1.050000000000000000e+02,-7.373200000000000500e+02,1.925200000000000102e+02,6.071999999999999886e+01,8.000000000000000167e-02
1.060000000000000000e+02,-7.346200000000000045e+02,1.925200000000000102e+02,6.042000000000000171e+01,8.000000000000000167e-02
1.070000000000000000e+02,-7.360599999999999454e+02,1.925200000000000102e+02,6.057999999999999829e+01,8.000000000000000167e-02
1.080000000000000000e+02,-7.353400000000000318e+02,1.925200000000000102e+02,6.050000000000000000e+01,8.000000000000000167e-02
1.090000000000000000e+02,-7.338999999999999773e+02,1.925200000000000102e+02,6.034000000000000341e+01,8.000000000000000167e-02
1.100000000000000000e+02,-7.317400000000000091e+02,1.925200000000000102e+02,6.010000000000000142e+01,8.000000000000000167e-02
1.110000000000000000e+02,-7.313799999999999955e+02,1.925200000000000102e+02,6.006000000000000227e+01,8.000000000000000167e-02
1.120000000000000000e+02,-7.330000000000000000e+02,1.925200000000000102e+02,6.024000000000000199e+01,8.000000000000000167e-02
1.130000000000000000e+02,-7.306599999999999682e+02,1.925200000000000102e+02,5.997999999999999687e+01,8.000000000000000167e-02
1.140000000000000000e+02,-7.297599999999999909e+02,1.925200000000000102e+02,5.988000000000000256e+01,8.000000000000000167e-02
1.150000000000000000e+02,-7.293999999999999773e+02,1.925200000000000102e+02,5.984000000000000341e+01,8.000000000000000167e-02
1.160000000000000000e+02,-7.295800000000000409e+02,1.925200000000000102e+02,5.985999999999999943e+01,8.000000000000000167e-02
1.170000000000000000e+02,-7.290399999999999636e+02,1.925200000000000102e+02,5.979999999999999716e+01,8.000000000000000167e-02
1.180000000000000000e+02,-7.308400000000000318e+02,1.925200000000000102e+02,6.000000000000000000e+01,8.000000000000000167e-02
1.190000000000000000e+02,-7.396000000000000227e+02,1.945600000000000023e+02,6.070000000000000284e+01,5.999999999999999778e-02
1.200000000000000000e+02,-7.412200000000000273e+02,1.945600000000000023e+02,6.088000000000000256e+01,5.999999999999999778e-02
1.210000000000000000e+02,-7.381599999999999682e+02,1.945600000000000023e+02,6.053999999999999915e+01,5.999999999999999778e-02
1.220000000000000000e+02,-7.278400000000000318e+02,1.922199999999999989e+02,5.970000000000000284e+01,8.000000000000000167e-02
1.230000000000000000e+02,-7.278400000000000318e+02,1.922199999999999989e+02,5.970000000000000284e+01,8.000000000000000167e-02
1.240000000000000000e+02,-7.374199999999999591e+02,1.952599999999999909e+02,6.038000000000000256e+01,5.999999999999999778e-02
1.250000000000000000e+02,-7.392200000000000273e+02,1.952599999999999909e+02,6.057999999999999829e+01,5.999999999999999778e-02
1.260000000000000000e+02,-7.415599999999999454e+02,1.952599999999999909e+02,6.084000000000000341e+01,5.999999999999999778e-02
1.270000000000000000e+02,-7.358999999999999773e+02,1.946999999999999886e+02,6.032000000000000028e+01,8.000000000000000167e-02
1.280000000000000000e+02,-7.357200000000000273e+02,1.946999999999999886e+02,6.029999999999999716e+01,8.000000000000000167e-02
1.290000000000000000e+02,-7.380599999999999454e+02,1.946999999999999886e+02,6.056000000000000227e+01,8.000000000000000167e-02
1.300000000000000000e+02,-7.369800000000000182e+02,1.946999999999999886e+02,6.043999999999999773e+01,8.000000000000000167e-02
1.310000000000000000e+02,-7.373400000000000318e+02,1.946999999999999886e+02,6.047999999999999687e+01,8.000000000000000167e-02
1.320000000000000000e+02,-7.366200000000000045e+02,1.946999999999999886e+02,6.039999999999999858e+01,8.000000000000000167e-02
1.330000000000000000e+02,-7.333799999999999955e+02,1.946999999999999886e+02,6.003999999999999915e+01,8.000000000000000167e-02
1.340000000000000000e+02,-7.415399999999999636e+02,1.968600000000000136e+02,6.065999999999999659e+01,5.999999999999999778e-02
1.350000000000000000e+02,-7.420800000000000409e+02,1.968600000000000136e+02,6.071999999999999886e+01,5.999999999999999778e-02
1.360000000000000000e+02,-7.433400000000000318e+02,1.968600000000000136e+02,6.085999999999999943e+01,5.999999999999999778e-02
1.370000000000000000e+02,-7.429800000000000182e+02,1.968600000000000136e+02,6.082000000000000028e+01,5.999999999999999778e-02
1.380000000000000000e+02,-7.424400000000000546e+02,1.968600000000000136e+02,6.075999999999999801e+01,5.999999999999999778e-02
1.390000000000000000e+02,-7.453200000000000500e+02,1.968600000000000136e+02,6.107999999999999829e+01,5.999999999999999778e-02
1.400000000000000000e+02,-7.469400000000000546e+02,1.968600000000000136e+02,6.125999999999999801e+01,5.999999999999999778e-02
1.410000000000000000e+02,-7.449600000000000364e+02,1.968600000000000136e+02,6.103999999999999915e+01,5.999999999999999778e-02
1.420000000000000000e+02,-7.427999999999999545e+02,1.968600000000000136e+02,6.079999999999999716e+01,5.999999999999999778e-02
1.430000000000000000e+02,-7.410000000000000000e+02,1.968600000000000136e+02,6.060000000000000142e+01,5.999999999999999778e-02
1.440000000000000000e+02,-7.427999999999999545e+02,1.968600000000000136e+02,6.079999999999999716e+01,5.999999999999999778e-02
1.450000000000000000e+02,-7.404600000000000364e+02,1.968600000000000136e+02,6.053999999999999915e+01,5.999999999999999778e-02
1.460000000000000000e+02,-7.388400000000000318e+02,1.968600000000000136e+02,6.035999999999999943e+01,5.999999999999999778e-02
1.470000000000000000e+02,-7.417200000000000273e+02,1.968600000000000136e+02,6.067999999999999972e+01,5.999999999999999778e-02
1.480000000000000000e+02,-7.420800000000000409e+02,1.968600000000000136e+02,6.071999999999999886e+01,5.999999999999999778e-02
1.490000000000000000e+02,-7.402799999999999727e+02,1.968600000000000136e+02,6.052000000000000313e+01,5.999999999999999778e-02
1.500000000000000000e+02,-7.418400000000000318e+02,1.970999999999999943e+02,6.061999999999999744e+01,4.000000000000000083e-02
1.510000000000000000e+02,-7.387799999999999727e+02,1.970999999999999943e+02,6.028000000000000114e+01,4.000000000000000083e-02
1.520000000000000000e+02,-7.366200000000000045e+02,1.970999999999999943e+02,6.003999999999999915e+01,4.000000000000000083e-02
1.530000000000000000e+02,-7.387799999999999727e+02,1.970999999999999943e+02,6.028000000000000114e+01,4.000000000000000083e-02
1.540000000000000000e+02,-7.416599999999999682e+02,1.970999999999999943e+02,6.060000000000000142e+01,4.000000000000000083e-02
1.550000000000000000e+02,-7.387799999999999727e+02,1.970999999999999943e+02,6.028000000000000114e+01,4.000000000000000083e-02
1.560000000000000000e+02,-7.398600000000000136e+02,1.970999999999999943e+02,6.039999999999999858e+01,4.000000000000000083e-02
1.570000000000000000e+02,-7.405800000000000409e+02,1.970999999999999943e+02,6.047999999999999687e+01,4.000000000000000083e-02
1.580000000000000000e+02,-7.375199999999999818e+02,1.970999999999999943e+02,6.014000000000000057e+01,4.000000000000000083e-02
1.590000000000000000e+02,-7.355399999999999636e+02,1.970999999999999943e+02,5.992000000000000171e+01,4.000000000000000083e-02
1.600000000000000000e+02,-7.360800000000000409e+02,1.970999999999999943e+02,5.997999999999999687e+01,4.000000000000000083e-02
1.610000000000000000e+02,-7.348200000000000500e+02,1.970999999999999943e+02,5.984000000000000341e+01,4.000000000000000083e-02
1.620000000000000000e+02,-7.317599999999999909e+02,1.970999999999999943e+02,5.950000000000000000e+01,4.000000000000000083e-02
1.630000000000000000e+02,-7.313999999999999773e+02,1.970999999999999943e+02,5.946000000000000085e+01,4.000000000000000083e-02
1.640000000000000000e+02,-7.270599999999999454e+02,1.958799999999999955e+02,5.915999999999999659e+01,5.999999999999999778e-02
1.650000000000000000e+02,-7.281399999999999864e+02,1.958799999999999955e+02,5.928000000000000114e+01,5.999999999999999778e-02
1.660000000000000000e+02,-7.183400000000000318e+02,1.936999999999999886e+02,5.847999999999999687e+01,8.000000000000000167e-02
1.670000000000000000e+02,-7.203200000000000500e+02,1.936999999999999886e+02,5.870000000000000284e+01,8.000000000000000167e-02
1.680000000000000000e+02,-7.181599999999999682e+02,1.936999999999999886e+02,5.846000000000000085e+01,8.000000000000000167e-02
1.690000000000000000e+02,-7.188799999999999955e+02,1.936999999999999886e+02,5.853999999999999915e+01,8.000000000000000167e-02
1.700000000000000000e+02,-7.176200000000000045e+02,1.936999999999999886e+02,5.839999999999999858e+01,8.000000000000000167e-02
1.710000000000000000e+02,-7.210399999999999636e+02,1.936999999999999886e+02,5.878000000000000114e+01,8.000000000000000167e-02
1.720000000000000000e+02,-7.247200000000000273e+02,1.948600000000000136e+02,5.906000000000000227e+01,8.000000000000000167e-02
1.730000000000000000e+02,-7.225599999999999454e+02,1.948600000000000136e+02,5.882000000000000028e+01,8.000000000000000167e-02
1.740000000000000000e+02,-7.247200000000000273e+02,1.948600000000000136e+02,5.906000000000000227e+01,8.000000000000000167e-02
1.750000000000000000e+02,-7.231000000000000227e+02,1.948600000000000136e+02,5.888000000000000256e+01,8.000000000000000167e-02
1.760000000000000000e+02,-7.220199999999999818e+02,1.948600000000000136e+02,5.875999999999999801e+01,8.000000000000000167e-02
1.770000000000000000e+02,-7.251599999999999682e+02,1.954199999999999875e+02,5.900000000000000000e+01,5.999999999999999778e-02
1.780000000000000000e+02,-7.235399999999999636e+02,1.954199999999999875e+02,5.882000000000000028e+01,5.999999999999999778e-02
1.790000000000000000e+02,-7.235399999999999636e+02,1.954199999999999875e+02,5.882000000000000028e+01,5.999999999999999778e-02
1.800000000000000000e+02,-7.231799999999999500e+02,1.954199999999999875e+02,5.878000000000000114e+01,5.999999999999999778e-02
1.810000000000000000e+02,-7.224600000000000364e+02,1.954199999999999875e+02,5.870000000000000284e+01,5.999999999999999778e-02
1.820000000000000000e+02,-7.222799999999999727e+02,1.954199999999999875e+02,5.867999999999999972e+01,5.999999999999999778e-02
1.830000000000000000e+02,-7.231799999999999500e+02,1.954199999999999875e+02,5.878000000000000114e+01,5.999999999999999778e-02
1.840000000000000000e+02,-7.233600000000000136e+02,1.954199999999999875e+02,5.879999999999999716e+01,5.999999999999999778e-02
1.850000000000000000e+02,-7.210199999999999818e+02,1.954199999999999875e+02,5.853999999999999915e+01,5.999999999999999778e-02
1.860000000000000000e+02,-7.206599999999999682e+02,1.954199999999999875e+02,5.850000000000000000e+01,5.999999999999999778e-02
1.870000000000000000e+02,-7.219199999999999591e+02,1.954199999999999875e+02,5.864000000000000057e+01,5.999999999999999778e-02
1.880000000000000000e+02,-7.235399999999999636e+02,1.954199999999999875e+02,5.882000000000000028e+01,5.999999999999999778e-02
1.890000000000000000e+02,-7.231799999999999500e+02,1.954199999999999875e+02,5.878000000000000114e+01,5.999999999999999778e-02
1.900000000000000000e+02,-7.201200000000000045e+02,1.954199999999999875e+02,5.843999999999999773e+01,5.999999999999999778e-02
1.910000000000000000e+02,-7.074199999999999591e+02,1.928600000000000136e+02,5.735999999999999943e+01,8.000000000000000167e-02
1.920000000000000000e+02,-7.057200000000000273e+02,1.924799999999999898e+02,5.725999999999999801e+01,1.000000000000000056e-01
1.930000000000000000e+02,-7.069800000000000182e+02,1.924799999999999898e+02,5.739999999999999858e+01,1.000000000000000056e-01
1.940000000000000000e+02,-7.039199999999999591e+02,1.924799999999999898e+02,5.706000000000000227e+01,1.000000000000000056e-01
1.950000000000000000e+02,-7.048200000000000500e+02,1.924799999999999898e+02,5.715999999999999659e+01,1.000000000000000056e-01
1.960000000000000000e+02,-7.087799999999999727e+02,1.924799999999999898e+02,5.760000000000000142e+01,1.000000000000000056e-01
1.970000000000000000e+02,-7.055399999999999636e+02,1.924799999999999898e+02,5.724000000000000199e+01,1.000000000000000056e-01
1.980000000000000000e+02,-7.021200000000000045e+02,1.924799999999999898e+02,5.685999999999999943e+01,1.000000000000000056e-01
1.990000000000000000e+02,-7.021200000000000045e+02,1.924799999999999898e+02,5.685999999999999943e+01,1.000000000000000056e-01
2.000000000000000000e+02,-7.017599999999999909e+02,1.924799999999999898e+02,5.682000000000000028e+01,1.000000000000000056e-01
2.010000000000000000e+02,-7.022999999999999545e+02,1.924799999999999898e+02,5.688000000000000256e+01,1.000000000000000056e-01
2.020000000000000000e+02,-6.979199999999999591e+02,1.914000000000000057e+02,5.656000000000000227e+01,1.199999999999999956e-01
2.030000000000000000e+02,-6.872999999999999545e+02,1.896599999999999966e+02,5.561999999999999744e+01,1.400000000000000133e-01
2.040000000000000000e+02,-6.858600000000000136e+02,1.896599999999999966e+02,5.546000000000000085e+01,1.400000000000000133e-01
2.050000000000000000e+02,-6.847599999999999909e+02,1.893400000000000034e+02,5.542000000000000171e+01,1.600000000000000033e-01
2.060000000000000000e+02,-6.831399999999999864e+02,1.893400000000000034e+02,5.524000000000000199e+01,1.600000000000000033e-01
2.070000000000000000e+02,-6.802599999999999909e+02,1.893400000000000034e+02,5.492000000000000171e+01,1.600000000000000033e-01
2.080000000000000000e+02,-6.829600000000000364e+02,1.893400000000000034e+02,5.521999999999999886e+01,1.600000000000000033e-01
2.090000000000000000e+02,-6.829600000000000364e+02,1.893400000000000034e+02,5.521999999999999886e+01,1.600000000000000033e-01
2.100000000000000000e+02,-6.820599999999999454e+02,1.893400000000000034e+02,5.511999999999999744e+01,1.600000000000000033e-01
2.110000000000000000e+02,-6.833200000000000500e+02,1.893400000000000034e+02,5.525999999999999801e+01,1.600000000000000033e-01
2.120000000000000000e+02,-6.840399999999999636e+02,1.893400000000000034e+02,5.534000000000000341e+01,1.600000000000000033e-01
2.130000000000000000e+02,-6.817000000000000455e+02,1.893400000000000034e+02,5.507999999999999829e+01,1.600000000000000033e-01
2.140000000000000000e+02,-6.851399999999999864e+02,1.905600000000000023e+02,5.528000000000000114e+01,1.400000000000000133e-01
2.150000000000000000e+02,-6.835199999999999818e+02,1.905600000000000023e+02,5.510000000000000142e+01,1.400000000000000133e-01
2.160000000000000000e+02,-6.897799999999999727e+02,1.923199999999999932e+02,5.560000000000000142e+01,1.400000000000000133e-01
2.170000000000000000e+02,-6.794199999999999591e+02,1.904799999999999898e+02,5.470000000000000284e+01,1.600000000000000033e-01
2.180000000000000000e+02,-6.797799999999999727e+02,1.904799999999999898e+02,5.474000000000000199e+01,1.600000000000000033e-01
2.190000000000000000e+02,-6.722200000000000273e+02,1.887400000000000091e+02,5.414000000000000057e+01,1.799999999999999933e-01
2.200000000000000000e+02,-6.687400000000000091e+02,1.883799999999999955e+02,5.384000000000000341e+01,2.000000000000000111e-01
2.210000000000000000e+02,-6.662200000000000273e+02,1.883799999999999955e+02,5.356000000000000227e+01,2.000000000000000111e-01
2.220000000000000000e+02,-6.707000000000000455e+02,1.895600000000000023e+02,5.388000000000000256e+01,1.799999999999999933e-01
2.230000000000000000e+02,-6.699800000000000182e+02,1.895600000000000023e+02,5.379999999999999716e+01,1.799999999999999933e-01
2.240000000000000000e+02,-6.634800000000000182e+02,1.878000000000000114e+02,5.332000000000000028e+01,2.000000000000000111e-01
2.250000000000000000e+02,-6.643799999999999955e+02,1.878000000000000114e+02,5.342000000000000171e+01,2.000000000000000111e-01
2.260000000000000000e+02,-6.625800000000000409e+02,1.878000000000000114e+02,5.321999999999999886e+01,2.000000000000000111e-01
2.270000000000000000e+02,-6.632999999999999545e+02,1.878000000000000114e+02,5.329999999999999716e+01,2.000000000000000111e-01
2.280000000000000000e+02,-6.638400000000000318e+02,1.878000000000000114e+02,5.335999999999999943e+01,2.000000000000000111e-01
